3.4
4.4
6.2
3.3
6.7
8.9
8.2
8.4
8.0
8.8
7.3
9.0
6.9
8.7
3.9
1.8
3.0
4.6
1.7
2.2
3.5
3.2
3.8
3.2
3.0
4.4
8.2
4.4
4.8
5.9
9.1
11.4
4.9
7.4
5.8
5.5
4.5
9.4
10.0
8.2
9.1
10.4
13.9
9.8
9.7
9.7
7.4
3.8
3.6
2.7
5.7
14.5
1.9
5.5
6.8
10.7
7.3
9.3
10.1
7.9
4.3
1.0
8.5
9.2
7.6
7.6
9.1
8.2
8.6
9.3
6.9
11.3
7.4
