31.8
30.6
30.9
34.6
30.4
29.2
24.8
29.8
28.0
25.0
25.4
27.6
28.6
29.2
37.8
37.4
33.1
40.3
35.9
38.9
39.6
37.8
36.4
37.7
37.5
31.2
37.9
31.7
30.8
27.9
28.0
36.8
25.9
25.5
33.5
35.4
34.8
24.0
26.4
27.6
24.3
21.8
26.5
21.2
28.5
20.4
15.7
9.0
8.7
5.3
10.8
20.0
5.4
18.1
15.3
23.0
24.5
24.7
26.0
29.7
36.7
37.7
33.0
25.0
20.2
18.9
18.7
22.9
22.6
35.9
31.5
36.9
35.4
