42.2
38.7
39.8
49.3
37.7
37.9
29.3
37.8
37.8
37.4
36.3
38.3
37.1
35.3
46.9
56.4
50.7
52.8
51.5
60.2
55.0
42.4
48.1
51.5
38.8
38.1
54.1
48.7
42.6
38.6
38.8
42.6
34.3
42.2
43.9
45.6
47.9
35.8
39.5
41.1
39.2
32.9
36.7
37.0
42.3
35.6
34.0
33.3
35.4
31.7
33.3
36.8
35.7
35.4
33.8
37.1
41.2
38.9
41.2
41.7
44.5
64.8
46.6
38.6
36.7
36.8
35.0
38.0
36.0
49.6
52.9
50.1
54.9
